;CD_PARAMETRE;LB_PARAMETRE;NOM_PARAM2;CODE_FAMILLE;CODE_FONCTION;STATUT;METABOLITE;PARENT;NOM_PARENT;CODE_CAS;DATE_NA_USAGE;FORMULEB;NORME_DCE
1005;1511;Méthoxychlore;Méthoxychlore;Organochlorés;I;PNA;;;;72-43-5;;C16H15Cl3O2;0.1
1006;81511;Méthoxychlore op'+pp';;Organochlorés;I;SO;;;;;;;0.1
1007;91511;Méthoxychlore total (calculé);;Organochlorés;;;;;;;;;0.1
1008;99007;Bentazone-8-ydroxy;;Diazines;;;oui;1113;Bentazone;;;;0.1
1009;99011;Isoproturon-1CH3;;Urées;H;;;;;;;;0.1
1010;99012;Isoproturon-2CH3;;Urées;H;;;;;;;;0.1
1011;99020;2,4 D (sel de dimethylamine);;;;;;;;;;;0.1
1012;99024;Nonylphenol Polyethoxyle;;Composés phénoliques;;;;;;;;;0.1
1013;1143;DDD 24';DDD op';Organochlorés;I;;oui;1147;DDT op';53-19-0;;C14H10Cl4;0.1
1014;1144;DDD 44';DDD pp';Organochlorés;I;;oui;1148;DDT pp';72-54-8;;C14H10Cl4;0.1
1015;1145;DDE 24';DDE op';Organochlorés;I;;oui;1147;DDT op';3424-82-6;;C14H8Cl4;0.1
1016;1146;DDE 44';DDE pp';Organochlorés;I;;oui;1148;DDT pp';72-55-9;;C14H8Cl;0.1
1017;1147;DDT 24';DDT op';Organochlorés;I;PNA;;;;789-02-6;1987;C14H9Cl5;0.1
1018;1148;DDT 44';DDT pp';Organochlorés;I;PNA;;;;50-29-3;1987;C14H9Cl5;0.1
1019;1833;Haloxyfop-éthoxyéthyl;Haloxyfop-éthoxyéthyl;Divers (organiques);H;PNA;;;;87237-48-7;;C19H19ClF3NO5;0.1
1020;1909;Haloxyfop-méthyl-R;Haloxyfop-méthyl-R;Divers (organiques);H;PNA;;;;72619-32-0;12/15/2008;C16H13ClF3NO4;0.1
1021;2047;Haloxyfop;Haloxyfop;Divers (organiques);H;PNA;;;;69806-34-4;12/31/2003;C15H11ClF3NO4;0.1
1022;12235;Haloxyfop-éthoxyéthyl;Haloxyfop-éthoxyéthyl;Divers (organiques);H;;;;;87237-48-7;;C19H19ClF3NO5;0.1
1023;99002;Haloxyfop-(P-)méthyl;;Divers (organiques);H;PNA;;;;72619-32-0;;C16H13ClF3NO4;0.1
1024;6276;Somme pesticides analyses;Pesticides totaux;;;;;;;Non renseigné;;;0.5
1025;1487;Dichloropropène-1,3;Dichloropropène-1,3;COHV, solvants chlorés, fréons;N;PNA;;;;542-75-6;;C3H4Cl2;20.0
1026;1834;Dichloropropène-1,3 cis;Dichloropropène-1,3 cis;COHV, solvants chlorés, fréons;B;PA;;;;10061-01-5;;C3H4Cl2;20.0
1027;1835;Dichloropropène-1,3 trans;Dichloropropène-1,3 trans;COHV, solvants chlorés, fréons;N;;;;;10061-02-6;;C3H4Cl2;20.0
1028;1776;(Code gelé en 2005 Acetate de triphenyletain);;Organométalliques;;;;;;;;;
1029;95534;Somme drines (calculée);;Organochlorés;I;PNA;;;;;;;
1030;96613;Somme du Fenvalerate RR et Esfenvalerate SS (calculée);;Divers (organiques);IA;;;;;;;;
1031;96614;Somme du Fenvalerate RS et Esfenvalerate SR (calculée);;Divers (organiques);IA;;;;;;;;
1032;3267;Somme du DDE 24' (CAS 3424-82-6) et du DDE 44'(CAS 72-55-9) ou 1145+1146;Somme du DDE 24' (CAS 3424-82-6) et du DDE 44'(CAS 72-55-9);Organochlorés;I;;;;;;;;
1033;3268;Somme du DDT 24'(code Sandre : 1147)(CAS 789-02-6) et du DDT 44' (Code Sandre : 1148)(CAS 50-29-3);Somme du DDT 24'(code Sandre : 1147)(CAS 789-02-6) et du DDT 44' (Code Sandre : 1148)(CAS 50-29-3);Organochlorés;I;;;;;;;;
1034;6496;Somme des paramètres DDD 44' [1144] et du DDT 24' [1147];Somme des paramètres DDD 44' [1144] et du DDT 24' [1147];Organochlorés;I;;;;;;;;
1035;6497;Somme de 6 paramètres : DDDop' [1143], DDDpp' [1144], DDEop' [1145], DDEpp' [1146], DDTop' [1147] et DDTpp' [1148];Somme de 6 paramètres : DDDop' [1143], DDDpp' [1144], DDEop' [1145], DDEpp' [1146], DDTop' [1147] et DDTpp' [1148];Organochlorés;I;;;;;;;;
1036;6500;Somme du DDE 44' et de la dieldrine;;Organochlorés;;;;;;;;;
1037;7146;Somme de 4 paramètres : DDDpp' [1144], DDEpp' [1146], DDTop' [1147], DDTpp' [1148];Somme de 4 paramètres : DDDpp' [1144], DDEpp' [1146], DDTop' [1147], DDTpp' [1148];Organochlorés;I;;;;;;;;
1038;7170;Somme de 4 paramètres : DDD 24' [1143], DDE 24' [1145], DDT 24' [1147], DDT 44'[1148];Somme de 4 paramètres : DDD 24' [1143], DDE 24' [1145], DDT 24' [1147], DDT 44'[1148];Organochlorés;I;;;;;;;;
1039;93267;(calculé) Somme du DDE 24' (CAS 3424-82-6) et du DDE 44'(CAS 72-55-9) ou 1145+1146;(calculé) Somme du DDE 24' (CAS 3424-82-6) et du DDE 44'(CAS 72-55-9) ou 1145+1146;Organochlorés;I;;;;;;;;
1040;93268;(calculé) Somme du DDT 24'(code Sandre : 1147)(CAS 789-02-6) et du DDT 44' (Code Sandre : 1148)(CAS 50-29-3);(calculé) Somme du DDT 24'(code Sandre : 1147)(CAS 789-02-6) et du DDT 44' (Code Sandre : 1148)(CAS 50-29-3);Organochlorés;I;;;;;;;;
1041;96496;(calculé) Somme des paramètres DDD 44' [1144] et du DDT 24' [1147];(calculé) Somme des paramètres DDD 44' [1144] et du DDT 24' [1147];Organochlorés;I;;;;;;;;
1042;96497;(calculé) Somme de 6 paramètres : DDDop' [1143], DDDpp' [1144], DDEop' [1145], DDEpp' [1146], DDTop' [1147] et DDTpp' [1148];(calculé) Somme de 6 paramètres : DDDop' [1143], DDDpp' [1144], DDEop' [1145], DDEpp' [1146], DDTop' [1147] et DDTpp' [1148];Organochlorés;I;;;;;;;;
1043;97146;(calculé) Somme de 4 paramètres : DDDpp' [1144], DDEpp' [1146], DDTop' [1147], DDTpp' [1148];(calculé) Somme de 4 paramètres : DDDpp' [1144], DDEpp' [1146], DDTop' [1147], DDTpp' [1148];Organochlorés;I;;;;;;;;
1044;97170;(calculé) Somme de 4 paramètres : DDD 24' [1143], DDE 24' [1145], DDT 24' [1147], DDT 44'[1148];(calculé) Somme de 4 paramètres : DDD 24' [1143], DDE 24' [1145], DDT 24' [1147], DDT 44'[1148];Organochlorés;I;;;;;;;;
1045;7783;Haloxyfop méthyl;HaloxyMeth;Divers (organiques);H;PNA;;;;69806-40-2;;C16H13ClF3NO4;
